,last_scraped,name,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood,property_type,room_type,amenities,has_availability,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
4382,2024-09-06,Singel Hotel Amsterdam: Twin Room Canal View,Singel,2021-04-23,within an hour,96%,100%,t,t,undefined,Room in boutique hotel,Private room,"[""Smoke alarm"", ""Hangers"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Hair dryer"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Private entrance""]",t,2021-05-16,2024-08-24,Exempt,t,49473717,20240905174946,398261845.0,1.0,1.4,52.37847,4.89264,2.0,1.0,1.0,2.0,209.0,1.0,360.0,1.3,1000.0,65.0,12.0,67,342,46.0,4.65,4.7,4.7,4.78,4.85,4.83,4.33,1.0,1.0,0.0,0.0
4385,2024-09-06,Bohemian styled private room,Guido & Britt,2022-08-16,within a few hours,100%,33%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Paid parking on premises"", ""Coffee"", ""Garden view"", ""Record player"", ""Central heating"", ""Washer"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Cooking basics"", ""HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, Roku, DVD player"", ""Hot water"", ""Stainless steel oven"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Host greets you"", ""Game console: PS4"", ""Exercise equipment"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Baking sheet"", ""Laundromat nearby"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",t,2022-09-11,2024-06-13,0363 F955 6BC6 4E34 6E61,f,694903860318245835,20240905174946,75942371.7,1.0,1.0,52.35295,4.89805,2.0,1.0,1.0,1.0,95.0,1.0,92.0,1.3,92.0,65.0,9.0,55,330,23.0,5.0,4.96,4.87,5.0,5.0,4.96,4.87,1.0,1.0,0.0,0.0
4391,2024-09-05,"Private Twin Room, Euphemia Hotel , city centre",Galanti,2020-09-16,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in hotel,Private room,"[""Cleaning available during stay"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Body soap"", ""Central heating"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Bed linens"", ""Hot water""]",t,2020-10-01,2024-09-03,0363 45EF 2B9F 6E98 6026,t,45463326,20240905174946,367808546.0,1.0,1.4,52.35998,4.89264,2.0,1.0,1.0,2.0,148.0,1.0,135.4,1.5,1125.0,65.0,11.0,47,100,13.4,4.53,4.68,4.57,4.85,4.81,4.82,4.42,1.0,1.0,0.0,0.0
4399,2024-09-06,Your  waggon at the cows paradise,Henk,2012-07-24,within a few hours,95%,88%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Smoke alarm"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Smoking allowed"", ""Host greets you"", ""Heating"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Private entrance"", ""Kitchen""]",t,2015-08-07,2024-04-03,0363 8FA8 4049 3B81 71EE,f,7160841,20240905174946,3040748.0,1.0,1.4,52.40744,4.9,4.0,1.0,1.0,1.3,74.0,2.0,135.4,2.0,1125.0,65.0,13.0,35,193,13.4,4.64,4.7,4.73,4.87,5.0,4.65,4.59,1.0,1.0,0.0,0.0
4401,2024-09-06,cosy room with private entrance,Heleen,2012-04-23,within an hour,100%,100%,t,t,"Amsterdam, North Holland, Netherlands",Private room in guest suite,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Garden view"", ""Coffee"", ""Body soap"", ""Portable fans"", ""Hot water"", ""Smoke alarm"", ""Mini fridge"", ""Fast wifi \u2013 104 Mbps"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Laundromat nearby"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2012-05-14,2024-08-26,0363 1D15 382F 70B9 6319,t,445660,20240905174946,2202945.0,1.0,3.0,52.37001,4.85646,3.0,1.0,2.0,3.0,75.0,3.0,30.0,3.0,1125.0,65.0,3.0,24,122,13.4,4.81,4.86,4.87,4.94,4.93,4.74,4.68,1.0,1.0,0.0,0.0
4405,2024-09-06,Marshall speakers and a bar await you,Daniella,2024-01-09,within an hour,98%,99%,t,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Paid parking on premises"", ""Smoke alarm"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1065133947403139150,20240905174946,75942371.7,1.0,1.4,52.3382545,4.920367,2.0,1.0,1.0,0.0,155.0,1.0,365.0,1.0,527.3,65.0,2.6,86,110,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
4409,2024-09-06,Romantic Boathouse inclusive hot tub,Sjoerd,2015-07-03,within an hour,100%,84%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Paid parking on premises"", ""Shower gel"", ""Body soap"", ""Private living room"", ""Coffee maker"", ""Outdoor furniture"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Shared patio or balcony"", ""Clothing storage: closet"", ""Mini fridge"", ""Refrigerator"", ""Canal view"", ""Central air conditioning"", ""Bathtub"", ""Extra pillows and blankets"", ""Single level home"", ""Host greets you"", ""60 inch TV"", ""Beach access \u2013 Beachfront"", ""Private hot tub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""EV charger"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""Backyard"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2018-01-04,2024-09-01,0363 B018 CCF5 1F77 F33E,f,22305196,20240905174946,37430858.0,1.0,1.0,52.37182,4.94325,2.0,1.0,1.0,1.0,189.0,2.0,10.0,2.0,10.0,65.0,12.0,68,248,13.4,4.83,4.78,4.77,4.95,4.95,4.75,4.53,1.0,1.0,0.0,0.0
4411,2024-09-06,Luxury Wellness - Boat & Boost Amsterdam,Jan Paul,2015-11-16,undefined time,0%,0%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Central heating"", ""Private living room"", ""Private patio or balcony"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Private hot tub - available all year, open 24 hours"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Sun loungers"", ""Iron"", ""Clothing storage: closet"", ""Mini fridge"", ""Wine glasses"", ""Lake access"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Indoor fireplace: gas"", ""Paid street parking off premises"", ""Sonos Bluetooth sound system"", ""Luggage dropoff allowed"", ""Boost body soap"", ""Hair dryer"", ""Bikes"", ""Wifi"", ""Hangers"", ""Essentials"", ""Private BBQ grill: charcoal"", ""TV"", ""Boost conditioner"", ""Private sauna"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Bed linens""]",t,00/00/00,00/00/00,0363 7E80 FB14 4972 C016,f,944893227762921750,20240905174946,49189764.0,1.0,3.0,52.37513,4.94227,2.0,1.0,1.0,1.0,395.0,2.0,365.0,2.0,365.0,65.0,7.0,44,283,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
4413,2024-09-06,"Triple Room, ontbijt is inbegrepen.",Abdullah,2022-11-24,within an hour,100%,99%,t,t,undefined,Room in hotel,Private room,"[""Shower gel"", ""Fast wifi \u2013 91 Mbps"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""Paid dryer \u2013 In building"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Shared patio or balcony"", ""Clothing storage"", ""Extra pillows and blankets"", ""Host greets you"", ""Safe"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Conditioner"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2022-12-29,2024-08-21,Exempt,f,777465078572630213,20240905174946,75942371.7,1.0,1.4,52.37531,4.90029,3.0,1.0,1.0,3.0,210.0,1.0,365.0,1.3,365.0,65.0,10.0,60,331,13.4,4.87,4.79,4.71,4.93,4.92,4.85,4.64,1.0,1.0,0.0,0.0
4420,2024-09-06,Bb 1971 Hazenstraat shared bathroom,Rental Valley,2011-04-18,within an hour,100%,97%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,"[""Smoke alarm"", ""Essentials"", ""Washer"", ""Heating"", ""TV"", ""Single level home"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2021-08-20,2024-08-22,0363 6876 27B5 F4AD 09D8,t,51572428,20240905174946,517215.0,1.0,1.4,52.36912,4.88,2.0,1.0,1.0,1.0,146.0,1.0,135.4,2.0,1125.0,65.0,8.0,38,225,51.0,4.59,4.9,4.43,4.78,5.0,4.96,4.45,1.0,1.0,0.0,0.0
4421,2024-09-05,Boathouse in the heart of Amsterdam!,Merel,2015-09-21,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Shower gel"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Clothing storage: closet"", ""Coffee maker: pour-over coffee"", ""Canal view"", ""Wine glasses"", ""Lock on bedroom door"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Laundromat nearby"", ""Shampoo"", ""Bed linens""]",t,2016-06-12,2024-08-25,0363 486D 299C FE6E 6D54,f,13080195,20240905174946,44725462.0,1.0,1.0,52.36932,4.882543,2.0,1.0,1.0,1.0,191.0,2.0,135.4,2.0,1125.0,65.0,1.0,44,91,13.4,4.71,4.72,4.63,4.93,4.86,4.97,4.54,1.0,1.0,0.0,0.0
4427,2024-09-06,A city centre location,Sanne,2016-08-10,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,"[""Dishes and silverware"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Heating"", ""TV"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Hair dryer"", ""Long term stays allowed"", ""Refrigerator"", ""First aid kit"", ""Shampoo"", ""Wifi"", ""Bed linens"", ""Hot water""]",t,2017-05-17,2024-09-04,0363 C56C 96B4 6415 57BF,f,18517833,20240905174946,89142786.0,1.0,1.0,52.37355,4.87773,3.0,1.0,0.0,2.0,117.0,1.0,135.4,1.0,1125.0,65.0,0.0,4,81,13.4,4.8,4.86,4.78,4.94,4.93,4.9,4.68,1.0,1.0,0.0,0.0
4428,2024-09-06,Private & Cozy Room close to centre.,Lea,2015-04-16,within a few hours,100%,98%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Smoking allowed"", ""Washer"", ""Dedicated workspace"", ""Pets allowed"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Extra pillows and blankets"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Dryer"", ""Cleaning available during stay"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",t,2015-04-19,2024-08-25,0363 6CF6 FD25 076A 95BC,f,6043774,20240905174946,31365652.0,1.0,2.0,52.35539,4.92071,3.0,1.0,1.0,1.3,70.0,3.0,25.0,3.0,1125.0,65.0,0.0,12,12,13.4,4.54,4.7,4.45,4.82,5.0,4.58,4.52,1.0,1.0,0.0,0.0
4431,2024-09-06,Private room - Amsterdam Oost,Daniel,2016-03-12,within an hour,95%,81%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Body soap"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Paid parking lot on premises"", ""Cleaning products"", ""Shared patio or balcony"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",t,2019-07-27,2024-08-22,0363 DED9 EA2A 7574 D14A,f,36732140,20240905174946,62643050.0,1.0,3.0,52.35548001337671,4.92495348546558,2.0,1.0,1.0,2.0,84.0,3.0,15.0,2.4,15.0,65.0,7.0,19,19,13.4,4.71,4.76,4.7,4.9,5.0,4.6,4.5,1.0,1.0,0.0,0.0
4432,2024-09-06,Luxurious and Modern apartment|Fully private,Tim,2023-03-29,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Lockbox"", ""Iron"", ""Window guards"", ""Refrigerator"", ""Central air conditioning"", ""Lock on bedroom door"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Shampoo"", ""Private entrance"", ""Bed linens""]",t,2023-04-09,2024-08-31,0363D2661BEA2FA67C76,t,857771032141263073,20240905174946,75942371.7,1.0,1.0,52.36676671414748,4.926700337497178,2.0,1.0,1.0,1.0,126.0,1.0,45.0,2.0,45.0,65.0,12.0,64,174,13.4,4.89,4.9,4.88,4.92,4.82,4.73,4.51,1.0,1.0,0.0,0.0
4433,2024-09-06,Cozy room in a quiet area of Amsterdam centre.,Ruud,2016-02-06,within an hour,100%,91%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Shower gel"", ""Body soap"", ""Portable fans"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Heating"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Bed linens""]",t,2017-02-04,2024-09-01,0363 30E2 48C8 A66F 3BFC,f,16938317,20240905174946,57628084.0,1.0,2.0,52.37242,4.92064,2.0,1.0,1.0,1.0,112.0,2.0,365.0,1.9,365.0,65.0,1.0,10,10,13.4,4.78,4.83,4.76,4.92,4.92,4.68,4.56,1.0,1.0,0.0,0.0
4440,2024-09-06,Sunrise Wheelhouse,Carmen,2012-06-03,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Toaster"", ""Coffee maker: Nespresso, pour-over coffee"", ""Private living room"", ""Kitchen"", ""Outdoor furniture"", ""Patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Stainless steel oven"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Sound system"", ""Lockbox"", ""Cleaning products"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lake access"", ""Free washer \u2013 In building"", ""Ceiling fan"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bikes"", ""Self check-in"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Harbor view"", ""Pack \u2019n play/Travel crib"", ""Board games"", ""Outdoor dining area"", ""River view"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""High chair"", ""Bed linens""]",t,2018-04-01,2024-07-31,0363 754F 45F4 E4AC 3994,f,24068988,20240905174946,2531171.0,1.0,1.4,52.37403,4.93998,4.0,1.0,2.0,3.0,227.0,7.0,31.0,6.7,1086.5,65.0,8.0,34,34,13.4,4.91,4.89,4.75,4.96,4.9,4.85,4.76,1.0,1.0,0.0,0.0
4441,2024-09-06,Lovely private bedroom in Amsterdam East!,Thomas,2015-05-19,within an hour,100%,74%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Dedicated workspace"", ""Rice maker"", ""Coffee maker"", ""Patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Sun loungers"", ""Iron"", ""Drying rack for clothing"", ""Sound system"", ""Cleaning products"", ""HDTV with Disney+, Amazon Prime Video"", ""Blender"", ""Bread maker"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Single level home"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Game console: PS4"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Elevator"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",t,2022-12-29,2024-08-24,0363 1194 BF4E 9F49 9D5E,f,745228513898329101,20240905174946,33735839.0,1.0,1.0,52.35691797537645,4.922333090451809,2.0,1.0,1.0,1.0,99.0,1.0,4.0,1.0,4.0,65.0,2.6,75,165,13.4,4.9,4.91,4.89,4.91,4.96,4.71,4.63,1.0,1.0,0.0,0.0
4443,2024-09-05,Authentic Farmhouse The Vergulden Eenhoorn 3,Deene,2021-03-10,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Dedicated workspace"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Private entrance""]",t,2021-07-18,2024-08-09,Exempt,t,48668901,20240905174946,391929878.0,1.0,1.4,52.352,4.92119,4.0,1.0,2.0,3.0,251.0,2.0,30.0,1.3,1125.0,65.0,7.0,40,302,13.4,4.72,4.76,4.59,4.85,4.91,4.73,4.55,1.0,1.0,0.0,0.0
4444,2024-09-06,Your nice waggon at the cows paradise,Henk,2012-07-24,within a few hours,95%,88%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Backyard"", ""Host greets you"", ""Heating"", ""Free parking on premises"", ""Coffee maker"", ""Patio or balcony"", ""Bikes"", ""Refrigerator"", ""First aid kit"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2017-04-07,2023-05-11,0363 8FA8 4049 3B81 71EE,f,17365362,20240905174946,3040748.0,1.0,1.4,52.40635,4.9,4.0,1.0,2.0,1.3,87.0,2.0,135.4,2.0,1125.0,65.0,0.0,0,0,26.0,4.69,4.72,4.85,4.92,4.83,4.54,4.71,1.0,1.0,0.0,0.0
4450,2024-09-06,Lovely independent room Amsterdam Center near IJ,Ingrid,2016-09-06,within a few hours,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guest suite,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Private patio or balcony"", ""Outdoor furniture"", ""TV with standard cable"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Single level home"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""Heating"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2016-11-27,2024-08-26,036364D2D52CD1395368,f,14929937,20240905174946,93875577.0,1.0,1.0,52.374493,4.948655,2.0,1.0,1.0,1.0,125.0,2.0,30.0,2.0,30.0,65.0,0.0,35,310,13.4,4.95,4.98,5.0,4.95,4.99,4.67,4.83,1.0,1.0,0.0,0.0
4451,2024-09-06,Kamer aan de mooiste gracht van Amsterdam,Tessa,2019-10-17,within an hour,90%,99%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Rituals body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Mini fridge"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Lock on bedroom door"", ""Coffee maker: Nespresso"", ""Luggage dropoff allowed"", ""Bluetooth sound system"", ""Hair dryer"", ""Keypad"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""TV"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking garage off premises"", ""Bed linens""]",t,2020-01-11,2024-08-17,0363 E3EE A79B 1CB5 E3E3,t,40196568,20240905174946,302940677.0,1.0,3.0,52.3742,4.8793,2.0,1.0,1.0,2.0,245.0,2.0,135.4,2.0,1125.0,65.0,6.0,43,281,13.4,4.88,4.93,4.95,4.95,4.87,4.92,4.68,1.0,1.0,0.0,0.0
4453,2024-09-06,Exclusive studio. Sarphatipark de Pijp,Mike,2015-10-01,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,"[""Dishes and silverware"", ""Garden view"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Building staff"", ""Microwave"", ""Refrigerator"", ""Resort access"", ""Extra pillows and blankets"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""EV charger"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""Courtyard view"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2015-10-11,2024-09-05,0363 B3C3 77FD ACD1 D077,f,8660698,20240905174946,45507360.0,1.0,1.0,52.35578,4.89791,2.0,1.0,1.0,1.0,127.0,3.0,30.0,3.0,30.0,65.0,5.0,25,163,13.4,4.94,4.92,4.98,4.98,4.98,4.95,4.84,1.0,1.0,0.0,0.0
4457,2024-09-06,Stylish private garden studio,Bart,2015-09-07,within a few hours,100%,96%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,"[""Smoke alarm"", ""Hangers"", ""Garden view"", ""Essentials"", ""Iron"", ""Books and reading material"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Private living room"", ""Heating"", ""Host greets you"", ""Hair dryer"", ""Refrigerator"", ""First aid kit"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hot water""]",t,2020-08-09,2024-09-04,0363 5C5C A326 3595 CDDA,f,42424116,20240905174946,43603801.0,1.0,1.0,52.35998,4.92354,2.0,1.0,1.0,1.0,125.0,2.0,28.0,2.0,28.0,65.0,5.0,49,128,13.4,4.84,4.86,4.71,4.97,4.94,4.95,4.73,1.0,1.0,0.0,0.0
4466,2024-09-06,casa vrolik 1 person bigger bed,Toetsie,2013-01-30,within an hour,100%,70%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Coffee"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Sound system"", ""Cleaning products"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Safe"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Board games"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2023-03-06,2024-07-28,0363 A7D7 D999 34B1 1496,f,806014387215959178,20240905174946,4905127.0,1.0,1.4,52.35606512272742,4.9230037483939215,1.0,1.0,1.0,1.0,112.0,2.0,28.0,2.0,28.0,65.0,10.0,60,322,14.0,5.0,4.93,4.71,4.86,5.0,4.79,4.79,1.0,1.0,0.0,0.0
