,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
19044,946368339463192339,2024-09-25,Top Bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Fast wifi \u2013 347 Mbps"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,1.8,265.0,1.0,120.0,1.0,1125.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
19070,947077183939762760,2024-09-25,Top Bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Portable fans"", ""Hangers"", ""Teka electric stove"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Paid resort access"", ""Shower gel"", ""Fast wifi \u2013 358 Mbps"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,319.0,1.0,120.0,1.0,1125.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
19071,947079896998853453,2024-09-25,Top Bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Fast wifi \u2013 370 Mbps"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,1.8,263.0,1.0,120.0,1.0,1125.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
19072,947092919408581647,2024-09-25,Top Bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Fast wifi \u2013 348 Mbps"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,1.8,267.0,1.0,120.0,1.0,120.0,28,88,363,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
19073,947096364743865977,2024-09-25,Low bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 412 Mbps"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-09-03,2023-09-03,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,304.0,1.0,120.0,1.0,1125.0,14,74,348,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,63.0,15.0,0.0,0.1
19074,947106001971557921,2024-09-25,Low bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 376 Mbps"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-09-23,2023-09-23,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,274.0,1.0,120.0,1.0,1125.0,27,87,362,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,63.0,15.0,0.0,0.1
19075,947108961710581085,2024-09-25,Low bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Private gym in building"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Cleaning available during stay"", ""Induction stove"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fast wifi \u2013 243 Mbps"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-09-03,2023-09-03,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,345.0,1.0,120.0,1.0,1125.0,2,62,337,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,63.0,15.0,0.0,0.1
19076,947110669108075130,2024-09-25,Low bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fast wifi \u2013 375 Mbps"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,278.0,1.0,120.0,1.0,1125.0,10,70,345,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
19172,955204498756932995,2024-09-25,"3. ""Durazno"". Habitación Compartida",375225503,Jose,2020-11-10,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,19.49304,-99.1289,Shared room in guesthouse,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Fire pit"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Host greets you"", ""Bikes"", ""Refrigerator"", ""Mosquito net"", ""Ethernet connection"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV"", ""Baking sheet"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Outdoor dining area"", ""BBQ grill"", ""Stove"", ""Cleaning products"", ""Safe"", ""Indoor fireplace"", ""Clothing storage"", ""Room-darkening shades"", ""Wine glasses"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",2024-09-25,t,2023-08-20,2024-01-01,Unknown,t,1.0,0.99,12.0,14.0,1.0,2.0,1.0,2.0,200.0,1.0,365.0,1.0,365.0,0,0,179,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,0.0,5.0,7.0
19239,953661319572932585,2024-09-26,"Cama individual, compartido",498288324,Brenda,2023-01-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.41617,-99.16713,Shared room in guesthouse,Shared room,"[""Wifi"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Exterior security cameras on property"", ""Smoking allowed"", ""Lockbox""]",2024-09-26,t,2023-09-08,2024-09-11,Unknown,t,0.86,0.99,6.0,8.0,1.0,2.0,1.0,1.0,187.0,1.0,365.0,1.0,365.0,6,65,65,18.0,4.44,4.28,4.78,4.72,4.78,4.94,4.5,5.0,0.0,3.0,2.0
19272,959504148296834967,2024-09-25,Breakfast Included / Barrio Downtown Mexico City,476408422,Barrio,2022-08-23,within an hour,t,t,Mexico City,Cuauhtémoc,19.4306364,-99.1386755,Shared room in hostel,Shared room,"[""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-08-19,2024-09-21,Unknown,t,0.99,1.0,11.0,13.0,1.0,1.0,1.0,1.0,362.0,1.0,365.0,1.0,1125.0,26,86,125,43.0,4.77,4.81,4.84,4.74,4.84,4.77,4.74,11.0,0.0,0.0,11.0
19322,960504915344850835,2024-09-25,Suite Jacaranda Green Highlands,234164369,Grace,2019-01-03,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.38216,-99.16694,Shared room in loft,Shared room,"[""Iron"", ""Wifi"", ""Paid washer \u2013 In building"", ""Courtyard view"", ""Cleaning available during stay"", ""Host greets you"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Kitchenette"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Coffee"", ""Promedio Sedal conditioner"", ""Bed linens"", ""Board games"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Outlet covers"", ""Cleaning products"", ""Hair dryer"", ""Fire extinguisher"", ""Calidad intermedia y funcional body soap"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Free street parking"", ""Exterior security cameras on property"", ""Sun loungers"", ""Dedicated workspace"", ""Cooking basics"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Intermedia y funcional shampoo"", ""Microwave""]",2024-09-25,t,2023-09-21,2024-08-07,Unknown,f,0.85,0.91,2.0,2.0,1.0,1.0,1.0,3.0,329.0,1.0,365.0,1.0,365.0,28,83,263,13.0,4.69,4.54,5.0,4.77,4.92,5.0,4.46,2.0,0.0,1.0,1.0
19330,963791131784635232,2024-09-25,Top Bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.362587531066136,-99.15128402055932,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Fast wifi \u2013 298 Mbps"", ""Private patio or balcony"", ""Private gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-11-11,2024-06-27,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,1.8,328.0,1.0,120.0,1.0,1125.0,28,71,346,4.0,4.25,4.0,4.0,4.25,4.5,4.5,4.25,63.0,15.0,0.0,0.1
19331,963792851132800423,2024-09-25,Low bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Outdoor shower"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Self check-in"", ""Whirlpool refrigerator"", ""Exercise equipment"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""55 inch HDTV with Netflix"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Paid resort access"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Fast wifi \u2013 284 Mbps"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Paid parking garage on premises \u2013 5 spaces"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-09-09,2024-04-17,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,306.0,1.0,120.0,1.0,1125.0,19,65,339,5.0,4.4,4.8,4.6,4.8,5.0,5.0,4.4,63.0,15.0,0.0,0.1
19340,963797575959284364,2024-09-25,Top Bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Private patio or balcony"", ""Shared gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 226 Mbps"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,1.8,328.0,1.0,120.0,1.0,1125.0,28,85,348,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
19358,961593454784086393,2024-09-25,Breakfast Included / Barrio Downtown Mexico City,476408422,Barrio,2022-08-23,within an hour,t,t,Mexico City,Cuauhtémoc,19.4306364,-99.1386755,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-08-24,2024-09-03,Unknown,t,0.99,1.0,11.0,13.0,1.0,1.0,1.0,1.0,362.0,1.0,365.0,1.0,1125.0,26,86,125,26.0,4.81,4.96,4.96,4.92,4.81,4.81,4.8,11.0,0.0,0.0,11.0
19374,964483819175341746,2024-09-25,Barrio Downtown Mexico City / Bed Only,476408422,Barrio,2022-08-23,within an hour,t,t,Mexico City,Cuauhtémoc,19.4306364,-99.1386755,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Hair dryer"", ""Fire extinguisher"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Paid parking off premises"", ""Microwave""]",2024-09-25,t,2023-08-26,2024-09-19,Unknown,t,0.99,1.0,11.0,13.0,1.0,1.0,1.0,1.0,280.0,1.0,365.0,1.0,1125.0,10,49,88,42.0,4.93,4.74,4.86,4.95,4.79,4.88,4.81,11.0,0.0,0.0,11.0
19377,964587887005569913,2024-09-26,Cuarto Compartido (Siqueiros),487022411,Hostal,2022-11-09,within a few hours,f,t,Mexico City,Cuauhtémoc,19.4274452,-99.1572396,Shared room in guesthouse,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,9.0,12.0,1.0,1.4,2.0,1.0,584.0,1.0,365.0,1.0,365.0,30,90,302,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,9.0,0.0,4.0,5.0
19392,964596147623515153,2024-09-26,Cuarto Compartido (Leonora),487022411,Hostal,2022-11-09,within a few hours,f,t,Mexico City,Cuauhtémoc,19.4274452,-99.1572396,Shared room in guesthouse,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,9.0,12.0,1.0,1.4,2.0,1.0,548.0,1.0,365.0,1.0,365.0,30,90,309,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,9.0,0.0,4.0,5.0
19393,964605521451453476,2024-09-26,Cuarto Compartido (Hernandez),487022411,Hostal,2022-11-09,within a few hours,f,t,Mexico City,Cuauhtémoc,19.4274452,-99.1572396,Shared room in guesthouse,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,9.0,12.0,1.0,1.4,2.0,1.0,584.0,1.0,365.0,1.0,365.0,30,90,302,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,9.0,0.0,4.0,5.0
19394,964610187834265417,2024-09-26,Cuarto compartido (Frida Khalo),487022411,Hostal,2022-11-09,within a few hours,f,t,Mexico City,Cuauhtémoc,19.4274452,-99.1572396,Shared room in guesthouse,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,9.0,12.0,1.0,1.4,2.0,1.0,561.0,1.0,365.0,1.0,365.0,0,0,163,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,9.0,0.0,4.0,5.0
