,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
5397,34621455,2024-09-26,Executive Loft Apartment S3 ( Condesa Haus ),196253,Fernando,2010-08-09,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.41008,-99.17827,Room in serviced apartment,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Host greets you"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Hair dryer""]",2024-09-26,t,2024-09-11,2024-09-11,Unknown,t,1.0,0.93,12.0,13.0,3.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,2.0,365.0,27,57,332,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,4.0,1.0,0.0
5443,34740045,2024-09-26,Brand new and modern loft with great location,239812412,Tere Erandine,2019-01-29,within a few hours,f,t,"Mexico City, CDMX, Mexico",Benito Juárez,19.37002,-99.18933,Room in serviced apartment,Hotel room,"[""Dryer"", ""Body soap"", ""Cleaning products"", ""Iron"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Hangers"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Dishes and silverware"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Hair dryer""]",2024-09-26,t,2023-10-30,2023-10-30,Unknown,f,1.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,600.0,1.0,600.0,0,4,279,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0
5447,35013170,2024-09-26,HOTEL CASA EMILIA.   Room No. 2 (Great location),179833599,Jorge,2018-03-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.43013,-99.16986,Room in bed and breakfast,Hotel room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,2019-06-02,2019-11-16,Unknown,t,1.0,1.0,9.0,9.0,2.0,1.0,1.5,1.0,4813.0,1.0,1125.0,1.0,30.0,9,32,300,20.0,5.0,5.0,5.0,5.0,5.0,5.0,4.95,8.0,0.0,2.0,0.0
5449,35013417,2024-09-26,HOTEL CASA EMILIA.  Room No. 3 (Great location),179833599,Jorge,2018-03-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.42931,-99.17144,Room in bed and breakfast,Hotel room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Oven"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,2019-06-02,2019-11-14,Unknown,t,1.0,1.0,9.0,9.0,2.0,1.0,1.5,1.0,4813.0,1.0,1125.0,1.0,30.0,8,36,290,19.0,5.0,5.0,4.95,4.89,4.84,5.0,5.0,8.0,0.0,2.0,0.0
5450,35013542,2024-09-26,HOTEL CASA EMILIA.   Room No. 4 (Great location),179833599,Jorge,2018-03-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.43157,-99.17092,Room in bed and breakfast,Hotel room,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""First aid kit"", ""Dishes and silverware"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers""]",2024-09-26,t,2019-05-30,2021-09-02,Unknown,t,1.0,1.0,9.0,9.0,2.0,1.0,1.5,1.0,5733.0,1.0,1125.0,1.0,30.0,7,33,303,40.0,5.0,5.0,4.93,4.98,4.93,4.98,4.98,8.0,0.0,2.0,0.0
5451,35013767,2024-09-26,HOTEL CASA EMILIA Room No. 6 (Great location),179833599,Jorge,2018-03-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.43136,-99.17074,Room in bed and breakfast,Hotel room,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Coffee maker"", ""Fire extinguisher"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers""]",2024-09-26,t,2019-06-28,2019-07-07,Unknown,t,1.0,1.0,9.0,9.0,2.0,2.0,1.0,1.0,4813.0,1.0,1125.0,1.0,30.0,9,28,254,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,8.0,0.0,2.0,0.0
5452,35013861,2024-09-26,HOTEL CASA EMILIA Room No. 7 (Great location),179833599,Jorge,2018-03-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.4301,-99.17124,Room in bed and breakfast,Hotel room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,2019-05-30,2022-11-29,Unknown,t,1.0,1.0,9.0,9.0,2.0,1.0,1.5,1.0,3695.0,1.0,1125.0,1.0,30.0,7,30,286,30.0,4.9,4.97,4.9,4.93,4.97,5.0,4.93,8.0,0.0,2.0,0.0
5658,35941537,2024-09-25,MUMEDI Design Hotel - Design Suite 4,25246983,Diana,2014-12-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.43333,-99.13457,Room in boutique hotel,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,t,1.0,1.0,7.0,7.0,2.0,1.0,1.5,1.0,5167.0,1.0,370.0,1.0,370.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,1.0,0.0,0.0
5659,35941860,2024-09-25,MUMEDI Design Hotel  - Design Suite 3,25246983,Diana,2014-12-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.43333,-99.13457,Room in boutique hotel,Hotel room,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2022-07-05,2022-07-05,Unknown,t,1.0,1.0,7.0,7.0,2.0,1.0,1.5,1.0,6132.0,1.0,370.0,1.0,370.0,25,26,26,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,0.0,0.0
5673,35967394,2024-09-25,MUMEDI Design Hotel - Design Suite 2,25246983,Diana,2014-12-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.43333,-99.13457,Room in boutique hotel,Hotel room,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2022-11-02,2022-11-02,Unknown,t,1.0,1.0,7.0,7.0,2.0,1.0,1.0,1.0,6132.0,1.0,370.0,1.0,370.0,16,23,23,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,0.0,0.0
5679,36023273,2024-09-25,MUMEDI Design Hotel  - Design Suite 6,25246983,Diana,2014-12-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.43333,-99.13457,Room in boutique hotel,Hotel room,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2019-11-18,2019-11-18,Unknown,t,1.0,1.0,7.0,7.0,2.0,1.0,1.5,1.0,5167.0,1.0,370.0,1.0,370.0,26,34,34,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,0.0,0.0
5680,36023768,2024-09-26,MUMEDI Design Hotel  - Design Suite 5,25246983,Diana,2014-12-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.43333,-99.13457,Room in boutique hotel,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""TV with Netflix"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,2022-05-22,2022-05-22,Unknown,t,1.0,1.0,7.0,7.0,2.0,1.0,1.5,2.0,1511.648404142887,1.0,370.0,1.0,370.0,26,33,33,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,0.0,0.0
5690,35605936,2024-09-26,Queen size Room with Balcony,1886913,Distrito Condesa,2012-03-08,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40751,-99.17531,Room in bed and breakfast,Hotel room,"[""Iron"", ""Cleaning products"", ""Safe"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.5,10.0,12.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,12,58,328,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,3.0,3.0,0.0
5691,35606585,2024-09-26,Cozy King size bed room !,1886913,Distrito Condesa,2012-03-08,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40754,-99.17561,Room in bed and breakfast,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.5,10.0,12.0,3.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,26,79,354,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,3.0,3.0,0.0
5709,35617592,2024-09-25,LA CASA DE TONA. 1er Dormitorio c/ cama individual,175923151,María Antonieta,2018-02-28,within an hour,t,t,"Mexico City, Mexico",Cuauhtémoc,19.40461540222168,-99.15961456298828,Room in casa particular,Hotel room,"[""Iron"", ""Hot water"", ""Carbon monoxide alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Smoking allowed"", ""Kitchen"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Oven"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Cooking basics"", ""Hangers"", ""Microwave""]",2024-09-25,t,2019-06-24,2024-09-20,Unknown,t,1.0,0.99,6.0,6.0,1.0,1.0,1.0,1.0,375.0,1.0,1125.0,1.0,1125.0,30,90,365,86.0,4.78,4.86,4.67,4.91,4.9,4.88,4.77,6.0,0.0,4.0,0.0
5716,35677895,2024-09-26,KING size bed Room Patio View,1886913,Distrito Condesa,2012-03-08,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40899,-99.17353,Room in bed and breakfast,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",2024-09-26,t,2019-07-19,2023-08-26,Unknown,t,1.0,0.5,10.0,12.0,3.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,26,84,359,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,3.0,3.0,0.0
5731,35709914,2024-09-26,"Queen size bed Room , Patio View C5",1886913,Distrito Condesa,2012-03-08,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40854,-99.17435,Room in bed and breakfast,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",2024-09-26,t,2019-11-26,2019-11-26,Unknown,t,1.0,0.5,10.0,12.0,2.0,1.0,1.0,1.0,936.0,1.0,365.0,1.0,365.0,19,72,347,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,3.0,3.0,0.0
5743,35715294,2024-09-26,Minimalist / Modern / New Flat,79926743,Joel,2016-06-25,Unknown,f,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.38231,-99.19927,Room in serviced apartment,Hotel room,"[""Pool"", ""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dryer"", ""TV"", ""Hot tub"", ""Kitchen"", ""Smoke alarm"", ""Fire extinguisher"", ""Gym"", ""Exterior security cameras on property"", ""Hair dryer""]",2024-09-26,t,2019-07-21,2019-07-21,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,4.0,1.0,1.0,2.0,1511.648404142887,2.0,1125.0,2.0,1125.0,0,0,83,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0
5774,36314967,2024-09-26,"¡Cómoda suite, excelente ubicación en la Condesa!",273109179,Selene,2019-07-02,Unknown,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.41504,-99.16568,Room in boutique hotel,Hotel room,"[""Free parking on premises"", ""Iron"", ""TV"", ""Wifi"", ""Elevator"", ""Heating"", ""Breakfast"", ""Air conditioning"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,2.0,2.0,1.0,1.0,1.0,1745.0,1.0,10.0,1.0,10.0,30,89,89,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,0.0
6071,37326050,2024-09-26,Mansión francesa del siglo XIX/suite Colette,24017549,Enrique,2014-11-21,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,19.3459,-99.16171,Room in bed and breakfast,Hotel room,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Wifi"", ""Paid washer \u2013 In building"", ""Heating"", ""Bathtub"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""Private hot tub"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Paid parking lot on premises \u2013 1 space"", ""Conditioner"", ""Private pool"", ""Indoor fireplace"", ""Fire extinguisher"", ""Air conditioning"", ""Paid dryer \u2013 In building"", ""Free street parking"", ""Smoking allowed"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,2019-09-22,2024-05-19,Unknown,t,1.0,1.0,6.0,6.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,19,62,331,43.0,4.74,4.65,4.4,4.88,4.84,4.95,4.63,6.0,0.0,5.0,0.0
6076,37687424,2024-09-26,habitacion witsilin Casa Culhuac,49039924,Jaime,2015-11-14,Unknown,f,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.34628,-99.25333,Room in boutique hotel,Hotel room,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Fire pit"", ""Heating"", ""Cleaning available during stay"", ""Self check-in"", ""Pets allowed"", ""Outdoor kitchen"", ""Hangers"", ""Free parking on premises"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Kitchen"", ""BBQ grill"", ""Outdoor dining area"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Hair dryer""]",2024-09-26,t,2019-08-14,2022-10-30,Unknown,f,0.9361689895470384,0.8949061696116056,2.0,6.0,4.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,30,90,365,4.0,4.0,4.0,5.0,5.0,4.25,5.0,3.75,2.0,0.0,0.0,0.0
6080,37689391,2024-09-26,habitacion sac-nicte Casa Culhuac,49039924,Jaime,2015-11-14,Unknown,f,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.3474,-99.25319,Room in boutique hotel,Hotel room,"[""Iron"", ""Washer"", ""Wifi"", ""Heating"", ""Dishes and silverware"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Breakfast"", ""Private hot tub"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dryer"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Gym"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""101 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, Roku""]",2024-09-26,t,2019-11-19,2019-11-19,Unknown,f,0.9361689895470384,0.8949061696116056,2.0,6.0,8.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,30,90,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0
6089,37691088,2024-09-25,Lovely Suite with Private Terrace in Coyoacan,69008113,Cristián,2016-04-26,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,19.34921,-99.16183,Room in boutique hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Bed linens"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""Hair dryer""]",2024-09-25,t,2019-09-30,2024-07-21,Unknown,t,1.0,1.0,9.0,9.0,2.0,1.0,1.0,1.0,2600.0,1.0,365.0,1.0,365.0,9,25,265,25.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,0.0,7.0,0.0
6096,37721233,2024-09-25,LA CASA DE TONA. 3er Dormitorio c/cama individual,175923151,María Antonieta,2018-02-28,within an hour,t,t,"Mexico City, Ciudad de Mexico, Mexico",Cuauhtémoc,19.40409469604492,-99.16024780273438,Room in casa particular,Hotel room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Kitchen"", ""Oven"", ""Stove"", ""Cooking basics"", ""Exterior security cameras on property"", ""Smoking allowed"", ""Paid parking off premises"", ""Microwave""]",2024-09-25,t,2019-08-25,2024-09-17,Unknown,t,1.0,0.99,6.0,6.0,1.0,1.0,1.0,1.0,375.0,1.0,1125.0,1.0,1125.0,30,90,365,98.0,4.68,4.73,4.62,4.73,4.82,4.74,4.63,6.0,0.0,4.0,0.0
9014,47845863,2024-09-26,10 camas chicas terr · Cama en Dormitorio,244321663,Casa Mx,2019-02-20,within an hour,f,t,Mexico City,Cuauhtémoc,19.4393,-99.14381,Room in hostel,Hotel room,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Blender"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Building staff""]",2024-09-26,t,2024-01-14,2024-06-05,Unknown,t,0.94,0.99,16.0,16.0,1.0,1.0,1.0,1.0,197.0,1.0,365.0,1.0,1125.0,24,77,245,6.0,4.33,4.67,4.0,4.5,4.67,4.67,4.83,16.0,0.0,6.0,9.0
22827,1118176724690604169,2024-09-26,Zócalo Adventures! 2 Terrace King Units - Shuttle,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40738,-99.16922,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,4.0,2.0,2.0,2.0,5333.0,1.0,1125.0,1.0,990.8,30,90,364,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22828,1118176774826797541,2024-09-26,2 Luxury Units | Designer Rooms with City Vistas,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.406735176600424,-99.16755157276776,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,4.0,2.0,2.0,2.0,5333.0,1.0,1125.0,1.0,990.8,30,90,364,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22839,1118182953815153769,2024-09-26,3 Skyline Terrace Kings - Stroll Parque México!,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40672,-99.16992,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,6.0,3.0,3.0,3.0,5333.0,1.0,1125.0,1.0,990.8,30,90,364,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22913,1118120677165122021,2024-09-26,"Pets Welcome, Spa - Near El Pendulo Bookstore!",547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.406853705053184,-99.1681994711068,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,2.0,1.0,1.0,1.0,4916.0,1.0,1125.0,1.0,905.9,22,78,352,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22922,1118168393291847001,2024-09-26,3 Units | Cosmopolitan Comfort in Mexico City,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40833,-99.16803,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,6.0,3.0,3.0,3.0,5333.0,1.0,1125.0,1.0,990.8,29,89,363,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
